,keyword,title,author,body,time,date,status,votes,num_comments,num_comment_pages,link,has_status_update,status_message,status_update_date
127,implemented,[Desktop][Mac] Touch bar integration,sgript,"Those on macOS, may love this concept that was created prior to the new Macbook Pro release. I think it would be awesome if Spotify actually implemented it. See pictures!",08:37 PM,‎2016-11-16,implemented,681,60,6,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Mac-Touch-bar-integration/idi-p/1500719?search-action-id=347302393013&search-result-uid=1500719,True,"Updated: 2017-02-24Hey folks, we've shipped Touch Bar support! Thanks for letting us know this something you wanted to see. Just so you know we won't be adding track info as it doesn't align with the guidelines for building Touch Bar features. (i.e. it isn’t a ‘button’). Please continue to leave your feedback around the Desktop app here and we'll keep sharing it with our internal teams. Thanks!","folks,"
128,implemented,[Partnership] Snapchat Spotify Filter,Charleshermann,Ever wanted to tell a friend what ur listening to while snapping them? This simple filter would display your current spotify tune with a simple swipe to the left!,11:51 PM,‎2016-10-20,implemented,1622,30,3,https://community.spotify.com/t5/Implemented-Ideas/Partnership-Snapchat-Spotify-Filter/idi-p/1476536?search-action-id=347302393013&search-result-uid=1476536,True,"Updated on 2019-09-17Hey Folks,    Thanks for adding your vote to this idea.    It's now possible to share what you're listening to on Snapchat. Check out more details at: https://newsroom.spotify.com/2019-09-09/share-what-youre-listening-to-on-spotify-with-snapchat/.    Thanks for coming to the Idea Exchange! ",2019-09-17Hey
129,implemented,[Daily Mixes] Save Daily Mix offline,Jordys13,"Anyone else think spotify should make daily mixes offline? I know it uses alot of music but what if it doesn't need to download every song. There should be an option that allows you toggle between saving a mix offline that day. For example if you wanted to toggle it so it downloads, it will download the first 30 songs of the mix. But the only bad thing is that you will need to do it manually everyday.",05:34 AM,‎2016-09-29,implemented,506,50,5,https://community.spotify.com/t5/Implemented-Ideas/Daily-Mixes-Save-Daily-Mix-offline/idi-p/1456585?search-action-id=347302393013&search-result-uid=1456585,True,"Updated on 2019-10-31Hi folks. You can download Daily Mixes now, so for all intents and purposes that encompasses the core of this idea. For that reason I've set this to Implemented.",2019-10-31Hi
130,implemented,[Daily Mixes] Undo Dislikes in Daily Mix,bombchell_,"I accidentally clicked the circle with a line through it icon and a song that I enjoy has been removed from my playlist. The first time I hit the button, I wasnt sure what the message said. So I tried clicking it again so that the notification would reappear and I noticed that yet another good song was removed from the playlist. Then, I clicked the banner at the bottom of the screen, and now the artist is completely removed. I think there should be an option to reset the ""banned"" songs and artists in the daily mix. Or even an notification should display the first time the button is pressed (for new users) to state what the button does and ask ""are you sure?"".",07:22 PM,‎2016-09-27,implemented,1752,360,36,https://community.spotify.com/t5/Implemented-Ideas/Daily-Mixes-Undo-Dislikes-in-Daily-Mix/idi-p/1455181?search-action-id=347302393013&search-result-uid=1455181,True,"Updated on 2019-04-08Hey folks,    Thanks for adding your vote to this idea.    There's now an undo popup when you click dislike on a song on Discover Weekly, Release Radar and Daily Mix.      Once you've clicked it, you'll get a message confirming that you've undone the dislike -      This happens on both Desktop and Mobile.",2019-04-08Hey
131,implemented,[Parternship] Discord,tifu,"When I play games with friends, I often use discord for voice communication. We use the built-in bots that are really glitchy and often cause latency in-game. The bot simply looks up the song on youtube and plays the top result, which could be occasionally the wrong song. I really wish that Spotify will add support for discord. And by using the system for parties, we can have friends queue up songs and DJ without the laggy and annoying bots.",02:55 AM,‎2016-09-25,implemented,477,30,3,https://community.spotify.com/t5/Implemented-Ideas/Parternship-Discord/idi-p/1452952?search-action-id=347302393013&search-result-uid=1452952,True,"Updated on 2019-03-01Hey folks,   Spotify integration with Discord is now available. You can check out the details on how to sync your accounts here: https://support.spotify.com/using_spotify/app_integrations/discord/   Happy Listening!",2019-03-01Hey
132,implemented,[Discover] Exclude selected Playlists from Taste Profile and Discover Suggestions,jojospot,I play music off Spotify for my bubba to fall asleep to. This is typically classical/meditative relaxing style tracks. Since she sleeps 4 times a day this type of music is getting a LOT of playtime but is not representative of my music taste. I'm finding my Discover Weekly (which I LOVE by the way) is moving more away from my music and more towards the classical/chill out stuff I play for the little one. Would be super cool to be able to mark a playlist to exclude it from the Discover algorithm. Thanks!,06:37 AM,‎2016-09-15,implemented,1199,270,27,https://community.spotify.com/t5/Implemented-Ideas/Discover-Exclude-selected-Playlists-from-Taste-Profile-and/idi-p/1444575?search-action-id=347302393013&search-result-uid=1444575,True,"Updated on 2023-02-09 Hey folks,     Thanks for coming to the Spotify Idea Exchange and voting to make this happen.     We're happy to announce that Exclude from Taste Profile feature is now available on all platforms. There's more info about the topic in our Newsroom Article. If you'd like to give it a try right now, follow the steps below:  Select the playlist of your choice.  Tap the three dots near the top of the playlist. Select “Exclude from your Taste Profile.”      Once again, thanks for helping us make Spotify better, by participating here on the Community 🙂  ",2023-02-09
133,implemented,[Desktop] Daily Mix on Desktop,larnett,"I love love love the daily mixes on my phone, why can't it follow onto my computer? That would make me so happy!",04:30 PM,‎2016-08-23,implemented,639,90,9,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Daily-Mix-on-Desktop/idi-p/1426006?search-action-id=347302393013&search-result-uid=1426006,True,Updated: 2016-12-16We’re excited to announce that Daily Mix is now available on Desktop under Your Music. Be sure you're on the latest version of Spotify to get Your Daily Mix. Enjoy!,excited
134,implemented,[iOS][Android][Podcasts] Adding indivdual Podcasts to Playlists,psychokiller81,"The option to save, bookmark or add an individual podcast show to a playlist would be nice to have. I'm actually somewhat surprised that this functionality isn't available.",04:53 PM,‎2016-08-02,implemented,1163,170,17,https://community.spotify.com/t5/Implemented-Ideas/iOS-Android-Podcasts-Adding-indivdual-Podcasts-to-Playlists/idi-p/1409776?search-action-id=347302393013&search-result-uid=1409776,True,"Updated on 2019-09-06Hey folks,    Thanks for adding your votes to this idea.   It's now possible to add Podcasts to playlists on iOS and Android. Just head to a podcast, click the three dots on the episode you want and select 'Add to Playlist'.       Thanks again!  ",2019-09-06Hey
135,implemented,[Music] Option to turn off automatic album radio after album finishes,dsgvdfbfd,"After the last update on my Android, Spotify changed so that when an album ends, the album radio automatically begins instead of just going to silence. Tbh no idea how most people feel about this, but I usually listen to music by the album - it's important to me that the album ends as the artist intended. I don't want to it to just flow into other music. Especially since I don't really use the album radio feature to begin with. If this is something people want, there should at least be an option to turn it off. This is irritating enough I'd leave Spotify because of it.",11:17 PM,‎2016-07-27,implemented,167,90,9,https://community.spotify.com/t5/Implemented-Ideas/Music-Option-to-turn-off-automatic-album-radio-after-album/idi-p/1405338?search-action-id=347302393013&search-result-uid=1405338,True,"Updated: 2017-03-03Hey folks. With Autoplay you don't ever have to stop the music. Once you reach the end of an album, playlist, or set of tracks, Spotify will automatically play a Radio station based on it.    To see how to disable (or re-enable) this AutoPlay feature, click here. Thanks!",folks.
136,implemented,[Discover Weekly] Prevent Duplicates in Discover Weekly Playlists,earthquakepanda,"For the past month or so, I've had so many repeats of songs on my Discover Weekly playlist. Now, I can count on 5-10 songs that I've had before on the playlist. Is there a way to mix up the algorithm? Or maybe an option to eleminate songs that have been on the playlist before?",09:06 PM,‎2016-07-22,implemented,136,60,6,https://community.spotify.com/t5/Implemented-Ideas/Discover-Weekly-Prevent-Duplicates-in-Discover-Weekly-Playlists/idi-p/1401141?search-action-id=347302393013&search-result-uid=1401141,True,"Updated on 2017-08-25Hey @earthquakepanda you'll be happy to know the team behind Discover Weekly recently rolled out a fix for seeing duplicates in your DW. We're marking this as implemented, but if you continue to see duplicates please let us know. Thanks!",2017-08-25Hey
137,implemented,[Podcasts] Adjust Audio Speed of Podcasts (1.5x or 2x),pduffy,"I have just discovered podcasts in the Spotify mobile app and as an avid podast fan I'm delighted to finally see this feature!I would love to be able to alter the speed of a podcast, to play at 1.5X or 2X the default speed as per the default apple podcast app I currently use. As many podcasts I listen to are very long (up to 2 hours), until such time as the playback speed can be altered I will use the apple podcast app to listen to podcasts.",12:03 AM,‎2016-07-17,implemented,772,150,15,https://community.spotify.com/t5/Implemented-Ideas/Podcasts-Adjust-Audio-Speed-of-Podcasts-1-5x-or-2x/idi-p/1396342?search-action-id=347302393013&search-result-uid=1396342,True,"Updated on 2019-07-04Hey folks!    Thanks for adding your vote to this idea.    Podcast speed controls should now be available across all devices. You can play at speeds of 0.5x, 0.8x, 1x, 1.5x, 2x and 3x.    The desktop controls can be found in the bottom right corner and the controls on mobile can be found to the right of the play button, when you're playing a podcast.    Thanks!",2019-07-04Hey
138,implemented,[Country] Spotify in Israel,user-removed,"Hey Spotify team, Please make Spotify available in Israel! I loved using your app in Australia, and now, in Israel, I'm feeling the loss.",02:11 PM,‎2016-07-12,implemented,305,70,7,https://community.spotify.com/t5/Implemented-Ideas/Country-Spotify-in-Israel/idi-p/1392523?search-action-id=347302393013&search-result-uid=1392523,True,Updated on 2018-03-16Spotify was launched in Israel earlier this week. Happy listening!,2018-03-16Spotify
139,implemented,[Profile] View more than 50 Playlists,MarkC1,"I have been looking around this forum and have seen that more than 50 playlists shown has been implemented already, however, both on my desktop and my phone, I cannot see more than 50 public playlists. I enjoy looking through the ""Spotify"" playlists and trying out different already posted playlists from there to see what kind of mood I'm in, but when going to the user page and looking up all the public playlists, I only see 50. I use to be able to view all of them recently but something changed. Please fix.",11:58 PM,‎2016-06-27,implemented,185,10,1,https://community.spotify.com/t5/Implemented-Ideas/Profile-View-more-than-50-Playlists/idi-p/1379628?search-action-id=347302393013&search-result-uid=1379628,True,Updated on 2017-09-06Hey @MarkC1 users can now see up to 200 playlists on Profile Pages.  If you're seeing only 50 playlists please post below so we can report it as an issue to our teams. Thanks!,2017-09-06Hey
140,implemented,[Country] Spotify in India,user-removed,"I've been a Spotify Premium user from the Netherlands for 5 months now. In a month I will be going back home to India, which is where I'm from. Will Spotify ever be available in India? I'm not sure if this is the right platform for this question but it would be great to be able to access my account from there and I thought I should at least ask. Thank you!",08:53 PM,‎2016-06-13,implemented,404,100,10,https://community.spotify.com/t5/Implemented-Ideas/Country-Spotify-in-India/idi-p/1366418?search-action-id=347302393013&search-result-uid=1366418,True,"Updated on 2019-02-27Hey folks,   We're very happy to announce that Spotify is now available in India: https://newsroom.spotify.com/2019-02-26/spotify-launches-in-india/   Happy listening!",2019-02-27Hey
141,implemented,[iOS] Siri Integration,randallbruder,"Instead of Siri Integration in the way this post is requesting, Siri Shortcuts Support would be far more useful and beneficial to the users, and easier for Spotify to implement. Please vote for this idea instead:https://community.spotify.com/t5/Idea-Submissions/iOS-Other-Shortcut-Support/idi-p/4569462#M87573 Now that Apple has announced an API for developers to have access to Siri, it would great if Spotify supported it, as well as announcing Siri support in the update release notes instead of the worthless ""We're always making changes and improvements to Spotify"" messages, that make finding new features a guessing game. (Like support for 3D Touch.)",08:32 PM,‎2016-06-13,implemented,1273,70,7,https://community.spotify.com/t5/Implemented-Ideas/iOS-Siri-Integration/idi-p/1366390?search-action-id=347302393013&search-result-uid=1366390,True,"Updated on 2019-10-07Spotify is now integrated into Siri on Apple iOS devices.   This eagerly awaited feature will let you control Spotify and play music, podcasts, and playlists using the power of your voice. Now you can listen to Disney Hits or an exclusive podcast like Set It Straight with Midland at work, home, on the commute, while exercising, or doing chores, all by saying the familiar “Hey Siri, play. . . ” to hear the audio you want. Just make sure to update your iPhone to iOS 13 – from there, remember to end each phrase with “on Spotify.”   The Siri integration is also available on our new and improved app for iPad.",2019-10-07Spotify
142,implemented,[Podcasts] Automatically save offline new Podcasts and remove completed Podcasts,mikewatson,Add the ability to have a podcast you follow automatically downloaded and deleted once you've listened to it all the way through.,11:11 PM,‎2016-05-29,implemented,2903,300,30,https://community.spotify.com/t5/Implemented-Ideas/Podcasts-Automatically-save-offline-new-Podcasts-and-remove/idi-p/1356299?search-action-id=347302393013&search-result-uid=1356299,True,"Updated on 2022-12-20 Hey folks,     Thanks for coming to the Spotify Idea Exchange and voting to make this happen.     We're happy to announce that this feature is now available on all platforms. Our developers have worked their magic backstage and made this possible now!    The frequency of removal of episodes can be adjusted from the cogwheel icon in ""Your episodes"".      Once again, thanks for helping us make Spotify better, by participating here on the Community. ",2022-12-20
143,implemented,[Desktop] Bring back Lyrics,poetaccio,"Allow me to re-edit again, in premise, that thanks to all of you this idea keeps receiving votes, and I am grateful to each of you, and when I expressed this desire as an idea I was a newbie, I owe to the professionality of Marco and Toku, whom I thank again, that I became aware that this idea it’s by no means new, nor even mine but Spotify’s, yet it is properly expressed, and it is shared by enough Community members for it to be still alive, and I agree with Arcanscape that, ""We really need the lyrics feature"", and I just notice an excellent temporary alternative of “SpotifyLyrics” kindly programmed and provided by Mirth (fr31): https://github.com/fr31/spotifylyrics/releases (via scoobyTdog), it works very well on my Pc 🙂 and I invite you all to try it. Whilst singing might be fun, I have another approach to lyrics and sound, which is of course not mutually exclusive, and I read the words to see if I like them as I enjoy the melody, if I see myself in the lyrics, if I share the values expressed, and this is easier by having the words at hand. So please Spotify bring back the Lyrics Feature most elegantly -- as you did with restyling the Community -- when you find a better Lyrics Provider. Reading and listening might be even better than karaoke, although not as fun 😉 and every member could always do both, even just singing, as a very close person in my family does, and many other people do. Thank you for evaluating, with my warmest and most sincere Regards. Marco, a poet at heart",11:06 PM,‎2016-05-28,implemented,21154,1350,135,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Bring-back-Lyrics/idi-p/1355651?search-action-id=347302393013&search-result-uid=1355651,True,"Updated on 2021-11-18Hey folks,   Thanks for your feedback on the Lyrics feature. We’ve heard you and we’re happy to announce Lyrics are here!   You can find Lyrics on Free and Premium for users across iOS and Android devices, desktop, gaming consoles, and TV. To learn more about the roll out and how to access lyrics, view this announcement.   Cheers!",2021-11-18Hey
144,implemented,[Mobile] Screen always on Option,osornios,"When the Spotify app is in focus keep the screen on and prevent it from locking. Just like in PowerAmp, this should be an optional setting. It's really annoying to have to unlock the phone to skip tracks, or see the name of the current song or artist, especially when driving.",11:16 PM,‎2016-03-02,implemented,684,120,12,https://community.spotify.com/t5/Implemented-Ideas/Mobile-Screen-always-on-Option/idi-p/1300789?search-action-id=347302393013&search-result-uid=1300789,True,"Updated on 2019-09-19Hey folks!   Thanks for coming to the Idea Exchange.    With the release of Car View, your screen will always remain on when driving - or when turning it on manually in the settings.   When you connect your phone to your car’s Bluetooth, car view automatically turns on. You see larger, driver-friendly icons in the Now Playing view, and you can quickly change what plays with Choose Music at the bottom of the screen.   For more info about listening to Spotify in the car, check out this article.    Thanks!",2019-09-19Hey
145,implemented,[Country] Spotify in Slovenia,petrakrasovec,As the title suggests we would like to have Spotify in Slovenia. I just recently moved back from the UK and I had Spotify there and all my favorite songs in library and now I can't log back in because there is no Spotify in Slovenia.,01:43 PM,‎2016-02-28,implemented,581,100,10,https://community.spotify.com/t5/Implemented-Ideas/Country-Spotify-in-Slovenia/idi-p/1298923?search-action-id=347302393013&search-result-uid=1298923,True,"Updated on 2020-07-15Hey all,   Thanks for bearing with us!    We're excited to share with you that this idea has now been implemented! Your votes matter and we thank you all for contributing to its implementation 🙂 ",2020-07-15Hey
146,implemented,[Mobile] 'All Offline Tracks' in Main Menu,ashirrr,"It would be really easy and smart to have a single option in the main Mobile menu that says ""All Downloads,"" and to allow users to filter this list by album, artist, label, compilation or playlist. So much easier than the current method of having to find downloads via routes you already created. More importantly, your current avenues for seeing what has been downloaded does not always reveal all downloaded content -- even if it has been downloaded and marked ""available offline.""",04:45 PM,‎2016-02-18,implemented,557,120,12,https://community.spotify.com/t5/Implemented-Ideas/Mobile-All-Offline-Tracks-in-Main-Menu/idi-p/1293825?search-action-id=347302393013&search-result-uid=1293825,True,"Updated on 2019-12-04Hi everyone. It's now possible to filter Playlists, Albums and Podcasts by Downloads. Since this was the core of this idea we're setting this to Implemented. Compound ideas are often hard to set to implemented because of the combination of requests, to that end, if anyone would like additional features we recommend creating a new and separate idea per feature. Thanks.",2019-12-04Hi
147,implemented,[Desktop][Shows] Podcasts and Videos on Desktop,rdoggsmokey,"I'm really excited about the addition of podcasts on Spotify for mobile devices, but I wanted to listen to them on my work computer. Do you have an estimate for when this will be available on the Desktop?",02:36 PM,‎2016-01-29,implemented,1333,190,19,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Shows-Podcasts-and-Videos-on-Desktop/idi-p/1282315?search-action-id=347302393013&search-result-uid=1282315,True,"Updated on 2017-07-14Hey folks! Starting with version 1.0.58, Desktop users will be able to find Podcast and Video in Your Library in the left navigation bar. ",2017-07-14Hey
148,implemented,[All Platforms] Synced History across all Devices,JonnyP,"Create a ""unified play history"" that consolidates history from phone, tablet, laptop, etc., so that you have a real history of your listening on Spotify. This was previously suggested and did not receive enough ""kudos"" and was recently made an ""inactive idea"". But I'm surprised it isn't already a standard feature.",09:07 PM,‎2016-01-10,implemented,1270,110,11,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Synced-History-across-all-Devices/idi-p/1271344?search-action-id=347302393013&search-result-uid=1271344,True,"Updated on 2021-07-28Hey folks,   Thanks for your feedback and suggestions on this one!   You'll be happy to know that the  Recently played destination on mobile now reflects your listening history across all devices. There's more info here.   Right now, it’s available only on Android and iOS, but we’ll check back here with an update, should this change in the future.   Happy listening 🎶",2021-07-28Hey
149,implemented,[Samsung] Connect for Samsung TV,BalernoGirl,"I'm so disappointed with the quality of the Spotify app for Samsung TV and Roku devices. Clunky doesn't even begin to describe it. Yet, with YouTube I can seamlessly stream any video from my Android phone to either device in seconds and by simply clicking a cast button in the upper right hand corner. I'd really appreciate it if Spotify would upgrade to include the same kind of connectivity with these devices. I simply can't understand why this feature does not already exist. Because it doesn't, I'm considering whether I should cancel my subscriptiona and find another service that does what I want. Thanks.",10:00 PM,‎2015-11-28,implemented,781,70,7,https://community.spotify.com/t5/Implemented-Ideas/Samsung-Connect-for-Samsung-TV/idi-p/1246491?search-action-id=347302393013&search-result-uid=1246491,True,"Updated on 2018-10-05Hey folks,  Thanks for coming to the Community!   We can confirm that we support Connect on Samsung Tizen TVs, so we'll update this Idea's status!  > Make sure your Samsung Smart TV (2015 and later models) and your Spotify device are on the same Wi-Fi network. > Go to Samsung Apps on the TV's home screen. > Search for Spotify - install and open! For more info, check out: https://www.spotify.com/samsungtv/Many thanks.",2018-10-05Hey
150,implemented,[Mobile] Multi-Select Add/Remove Songs from Music/Queue,jean3601,Make the Ability to select multiple songs at once and Removed/Add From Music and Add or remove to/from queue using the swipe feature Made with FramerJS Originally Posted Here,11:37 AM,‎2015-11-27,implemented,958,50,5,https://community.spotify.com/t5/Implemented-Ideas/Mobile-Multi-Select-Add-Remove-Songs-from-Music-Queue/idi-p/1245836?search-action-id=347302482081&search-result-uid=1245836,True,"Updated on 2021-01-25 Hey folks,   Thank you once more for requesting this.   We can confirm that, together with the option of clearing the whole queue with one button, the following options should also be available (both on mobile and desktop):    Add selected songs from the Next From to the Next In Queue sections in your Queue Remove selected songs from the Next From as well as the Next In Queue sections in your Queue    Friendly reminder to make sure both your device's operating system as well as app's version are fully up-to-date in order to make the most of the latest Spotify features 🙂   If you're interested in the option to add/delete multiple songs at once even outside the queue or Next From section, take a look at (and give your +VOTE to) this Idea.   Cheers!",2021-01-25
151,implemented,[All Platforms] Manage Third Party Access Permissions,skyfoxe,"I imported all my songs from Rdio by granting access to 3rd party web apps like Mooval , now I want to stop them from SPYING on my activities. How do we manage 3rd party application access to our account (revoke access to applications, so they can no longer access your account), something similar to the way Twitter does it, or Last.fm. It's misleading to have an ability to grant access with no way to revoke it. I would never have granted access to 3rd party apps if I had known that it was not possible to manage these access grants. This actually puts me on the edge of flat out removing my Spotify account entirely because it's a huge breach of trust I DON'T WANT to be DATA MINED BY OTHER COMPANIES and STRANGERS, Please let us remove SPYS like Google does:",06:42 AM,‎2015-11-22,implemented,363,60,6,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Manage-Third-Party-Access-Permissions/idi-p/1242794?search-action-id=347302482081&search-result-uid=1242794,True,Updated: 2016-08-10We’re happy to announce that you can now manage access to another app or integration with Spotify. Simply head to your account page and select Apps. You can click revoke access on things like partner apps. Thats it!,happy
152,implemented,[Queue] Add complete Playlists to the Queue,vicenvm,"It would be nice to have the ability of add a complete playlist to the current play queue. Also, I'd like to be able to randomly reproduce the songs added to the queue since currently they need to be reproduced immediately after they were added to the queue. For example, I have two playlists, I start playing the first one and then go to the second and add it to the queue. This way I would be playing two playlists at the same time which would be awesome!",07:49 PM,‎2015-11-20,implemented,987,100,10,https://community.spotify.com/t5/Implemented-Ideas/Queue-Add-complete-Playlists-to-the-Queue/idi-p/1242182?search-action-id=347302482081&search-result-uid=1242182,True,"Updated on 2022-07-12  Hey folks!       We're happy to announce that Adding complete playlists to queues is now available on mobile, desktop and the Web Player! Simply click on the three dots and select 'Add to queue'! 🙂      Thanks for helping us make Spotify better by participating here on the Community.    Cheers! ",2022-07-12
153,implemented,[Connect] Show Chromecast on Desktop's Device List,WHOAMI,"The idea is simple. Why create new features and options for connecting to a new device when its already developed? Spotify can currently change the device playing music within a LAN in a way that is so seamless I jumped the first time when there were no delay. Why not use this already impressively implemented feature for chromecast? If chromecast was available as a device then it would make it a lot easier for us to use on the computer too, which is the main music player when anyone's home. My guess is that a chromecast can't truly act as a device, but there should be a way to do this through some back-end trickery. Especially if there are unlicensed 3rd party programs that can cast (popcorntime for example).",06:45 PM,‎2015-11-17,implemented,2431,190,19,https://community.spotify.com/t5/Implemented-Ideas/Connect-Show-Chromecast-on-Desktop-s-Device-List/idi-p/1240269?search-action-id=347302482081&search-result-uid=1240269,True,"Updated on 2021-01-13 Hey folks,   Thanks for your feedback and suggestions on this one!   We're pleased to confirm that this feature should now be available to all Desktop users, as pointed out by @MattSuda here.   Once again, thanks for showing your support here in the Community 💚",2021-01-13
154,implemented,[Samsung] Spotify for Samsung TV - Tizen OS,dirtyred,"Would be really nice to have in this year the Spotify app available for the 2015 and 2016 models of Samsung Smart TV's running Tizen OS, at least some kind of beta or limited functionality one if not fully working. It's a shame that Spotify is still not available in the Samsung SmartHub after 2 years of the release of the new platform. Spotify on Samsung SmartHub If you'd like to speed up the developement, try tweeting @SpotifyCares on Twitter about this idea. Please Spotify, show us some love and care! Here's a list of the Samsung Smart TV's running Tizen OS: 2015 models:Samsung JS9500Samsung JS9000Samsung JS8500Samsung JS8000Samsung JS7000Samsung JU7500Samsung JU7000 / JU7100Samsung JU6800Samsung JU6700Samsung JU6600Samsung JU6500Samsung JU6400Samsung J6300Samsung J6200Samsung J55002016 models:Samsung KS9800Samsung KS9500Samsung KS9000Samsung KS9090Samsung KS8500Samsung KS8000Samsung KS8090Samsung KS8080Samsung KS7500Samsung KS7590Samsung KS7000Samsung KS7090Samsung KU6670Samsung KU6680Samsung KU6500Samsung KU6509Samsung KU6300Samsung KU6400Samsung KU6100Samsung KU6000Samsung KU6079Samsung K6300Samsung K6379Samsung K5500Samsung K5589",03:44 AM,‎2015-11-14,implemented,0,220,22,https://community.spotify.com/t5/Implemented-Ideas/Samsung-Spotify-for-Samsung-TV-Tizen-OS/idi-p/1238561?search-action-id=347302482081&search-result-uid=1238561,True,"Updated: 2016-10-20 Hey everyone! Today, we’re excited to announce a new and improved Spotify experience coming to 2015 and 2016 Samsung Smart TVs. Enjoying music on your Samsung Smart TV has never been better! Now Spotify Free and Premium users can easily play, skip, browse and search through a catalogue of more than 30 million songs directly on their TVs with a brand new experience beautifully optimized for the big screen. For more details please click here.    ",Hey
155,implemented,[All Platforms][Playlists] Making collaborative playlist private,12102227245,"As the title suggests, can you make a collaborative playlist private? I had one I made between one other person and I assumed we'd be the only ones with access to it, but I awkardly found out that everyone can see the playlist. Why is there no option to make it private between the collaborators?",03:19 PM,‎2015-11-03,implemented,175,50,5,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Playlists-Making-collaborative-playlist-private/idi-p/1233300?search-action-id=347302482081&search-result-uid=1233300,True,"Updated: 2016-12-07Hi @12102227245 collaborative playlists are currently private. They won't show up in your Spotify Profile and they can't be marked as ""Make Public"". The only way other users can find the playlist is if you share the Spotify Playlist Link with them. Let us know if you've got any questions, thanks!",@12102227245
156,implemented,[iOS] Split Screen Support,86kanth,It would be awesome if spotify could support the IOS 9 Multitask Split-Screen feature ...!!!,12:00 PM,‎2015-10-15,implemented,449,130,13,https://community.spotify.com/t5/Implemented-Ideas/iOS-Split-Screen-Support/idi-p/1223506?search-action-id=347302482081&search-result-uid=1223506,True,"Updated on 2021-01-13Hey there folks,   Thanks for bringing your ideas and votes to the Idea Exchange!   We're marking this as implemented, as multiple iOS devices now support Split View.   Cheers!",2021-01-13Hey
157,implemented,[Your Music] Make 'Your Music' offline on Desktop,fgimian,"This is a follow up of the idea: Ability to make ""Your Music"" offline The issue is that on the desktop client, you cannot save music from ""Your Library"" offline at all, you must create a playlist. e.g. Notice that there's no way to make that particular album in ""Your Music"" available offline. Yet on my Android client, I see a Download option near this album to make it available Offline: The only items that present such an option on the desktop client are playlists as shown below: On iTunes (Apple Music) however, I can make anything available offline on my desktop: This for me is the biggest problem with Spotify and why I'm currently an Apple Music subscriber. In general, the desktop client lags behind features on the mobile clients which are actually far better. There are many more examples of differences that I can demonstrate, but this is the most important. The ability to make My Music available offline on mobiles appeared more than a year ago. Can we please have this and further differences addressed on the desktop client soon? Thanks!Fotis",03:29 AM,‎2015-10-13,implemented,2938,240,24,https://community.spotify.com/t5/Implemented-Ideas/Your-Music-Make-Your-Music-offline-on-Desktop/idi-p/1222015?search-action-id=347302482081&search-result-uid=1222015,True,"Updated on 2021-07-07  Hey folks,     Thanks for coming to the Spotify Idea Exchange and voting to make this happen.     We're happy to announce that this feature is now available on Desktop. You can now download not only playlists, but also albums and podcast episodes by clicking on the download icon so that it turns green      Once again, thanks for helping us make Spotify better, by participating here on the Community. ",2021-07-07
158,implemented,[All Platforms][Other] Do not make ads with car horns in them.,Fa11enAngeLIV,"Seriously, this is a safety issue. I cannot tell you the times when I've been running on the sidewalk in town, or driving through an intersection and that ad plays. All of a sudden I think someone is honking at me, as if they are about to hit me, or I did something wrong, went through the intersection at the wrong time or someone got cut off, or I'm about to get hit by a car as I run through a crosswalk. I take my foot off the gass pedal and almost slam down on my brake. I have to look around to make sure nothing is going to hit me, then I realize its the Spotify Premium Ad. Honesly, I equate it to yelling ""Fire!"" in a movie theater. Replace it with a different ad, I'm not saying play them less frequently for free users, I get it, we're borrowing a service that you should pay for, so by all means play an ad here and there. Just not one that jars you because you think something dangerous is happening around you. Change it to a boring boss talking in a meeting, then to a traffic noise (no car horns) or something like that. I just don't like an ad that freaks me out like a car accident is about to occur.",11:10 PM,‎2015-10-05,implemented,267,30,3,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Other-Do-not-make-ads-with-car-horns-in-them/idi-p/1217695?search-action-id=347302482081&search-result-uid=1217695,True,"Updated on 2017-10-24Thanks to everyone that voted on this idea, I can confirm that we are not serving ads that contain car horn sounds.  We were previously, however they've since been paused. Our teams are working hard to ensure they are not a part of new audio assets moving forward.    Your feedback here makes a direct difference at Spotify. Thanks again!",2017-10-24Thanks
159,implemented,[Playlists] Sort List of Playlists alphabetically,Olcique,How about ordering playlists alphabetically? I'm paying for this service and this feature is the most common and easiest one even for a free music player...,11:06 AM,‎2015-10-02,implemented,3116,510,51,https://community.spotify.com/t5/Implemented-Ideas/Playlists-Sort-List-of-Playlists-alphabetically/idi-p/1215734?search-action-id=347302482081&search-result-uid=1215734,True,"Updated on 2021-07-07  Hey folks,     Thanks for coming to the Spotify Idea Exchange and voting to make this happen.     We're happy to announce that sorting your lists of playlists alphabetically is now available across devices. There's more info here.     Once again, thanks for helping us make Spotify better, by participating here on the Community. ",2021-07-07
