,keyword,title,author,body,time,date,status,votes,num_comments,num_comment_pages,link,lang
130,implemented,[Parternship] Discord,tifu,"When I play games with friends, I often use discord for voice communication. We use the built-in bots that are really glitchy and often cause latency in-game. The bot simply looks up the song on youtube and plays the top result, which could be occasionally the wrong song. I really wish that Spotify will add support for discord. And by using the system for parties, we can have friends queue up songs and DJ without the laggy and annoying bots.",02:55 AM,‎2016-09-25,,476,30,3,https://community.spotify.com/t5/Implemented-Ideas/Parternship-Discord/idi-p/1452952?search-action-id=342735374079&search-result-uid=1452952,en
131,implemented,[Discover] Exclude selected Playlists from Taste Profile and Discover Suggestions,jojospot,I play music off Spotify for my bubba to fall asleep to. This is typically classical/meditative relaxing style tracks. Since she sleeps 4 times a day this type of music is getting a LOT of playtime but is not representative of my music taste. I'm finding my Discover Weekly (which I LOVE by the way) is moving more away from my music and more towards the classical/chill out stuff I play for the little one. Would be super cool to be able to mark a playlist to exclude it from the Discover algorithm. Thanks!,06:37 AM,‎2016-09-15,,1199,270,27,https://community.spotify.com/t5/Implemented-Ideas/Discover-Exclude-selected-Playlists-from-Taste-Profile-and/idi-p/1444575?search-action-id=342735374079&search-result-uid=1444575,en
132,implemented,[Desktop] Daily Mix on Desktop,larnett,"I love love love the daily mixes on my phone, why can't it follow onto my computer? That would make me so happy!",04:30 PM,‎2016-08-23,,639,90,9,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Daily-Mix-on-Desktop/idi-p/1426006?search-action-id=342735374079&search-result-uid=1426006,en
133,implemented,[iOS][Android][Podcasts] Adding indivdual Podcasts to Playlists,psychokiller81,"The option to save, bookmark or add an individual podcast show to a playlist would be nice to have. I'm actually somewhat surprised that this functionality isn't available.",04:53 PM,‎2016-08-02,,1163,170,17,https://community.spotify.com/t5/Implemented-Ideas/iOS-Android-Podcasts-Adding-indivdual-Podcasts-to-Playlists/idi-p/1409776?search-action-id=342735374079&search-result-uid=1409776,en
134,implemented,[Music] Option to turn off automatic album radio after album finishes,dsgvdfbfd,"After the last update on my Android, Spotify changed so that when an album ends, the album radio automatically begins instead of just going to silence. Tbh no idea how most people feel about this, but I usually listen to music by the album - it's important to me that the album ends as the artist intended. I don't want to it to just flow into other music. Especially since I don't really use the album radio feature to begin with. If this is something people want, there should at least be an option to turn it off. This is irritating enough I'd leave Spotify because of it.",11:17 PM,‎2016-07-27,,167,90,9,https://community.spotify.com/t5/Implemented-Ideas/Music-Option-to-turn-off-automatic-album-radio-after-album/idi-p/1405338?search-action-id=342735374079&search-result-uid=1405338,en
135,implemented,[Discover Weekly] Prevent Duplicates in Discover Weekly Playlists,earthquakepanda,"For the past month or so, I've had so many repeats of songs on my Discover Weekly playlist. Now, I can count on 5-10 songs that I've had before on the playlist. Is there a way to mix up the algorithm? Or maybe an option to eleminate songs that have been on the playlist before?",09:06 PM,‎2016-07-22,,136,60,6,https://community.spotify.com/t5/Implemented-Ideas/Discover-Weekly-Prevent-Duplicates-in-Discover-Weekly-Playlists/idi-p/1401141?search-action-id=342735374079&search-result-uid=1401141,en
136,implemented,[Podcasts] Adjust Audio Speed of Podcasts (1.5x or 2x),pduffy,"I have just discovered podcasts in the Spotify mobile app and as an avid podast fan I'm delighted to finally see this feature!I would love to be able to alter the speed of a podcast, to play at 1.5X or 2X the default speed as per the default apple podcast app I currently use. As many podcasts I listen to are very long (up to 2 hours), until such time as the playback speed can be altered I will use the apple podcast app to listen to podcasts.",12:03 AM,‎2016-07-17,,772,150,15,https://community.spotify.com/t5/Implemented-Ideas/Podcasts-Adjust-Audio-Speed-of-Podcasts-1-5x-or-2x/idi-p/1396342?search-action-id=342735374079&search-result-uid=1396342,en
137,implemented,[Country] Spotify in Israel,user-removed,"Hey Spotify team, Please make Spotify available in Israel! I loved using your app in Australia, and now, in Israel, I'm feeling the loss.",02:11 PM,‎2016-07-12,,305,70,7,https://community.spotify.com/t5/Implemented-Ideas/Country-Spotify-in-Israel/idi-p/1392523?search-action-id=342735374079&search-result-uid=1392523,en
138,implemented,[Profile] View more than 50 Playlists,MarkC1,"I have been looking around this forum and have seen that more than 50 playlists shown has been implemented already, however, both on my desktop and my phone, I cannot see more than 50 public playlists. I enjoy looking through the ""Spotify"" playlists and trying out different already posted playlists from there to see what kind of mood I'm in, but when going to the user page and looking up all the public playlists, I only see 50. I use to be able to view all of them recently but something changed. Please fix.",11:58 PM,‎2016-06-27,,184,10,1,https://community.spotify.com/t5/Implemented-Ideas/Profile-View-more-than-50-Playlists/idi-p/1379628?search-action-id=342735374079&search-result-uid=1379628,en
139,implemented,[Country] Spotify in India,user-removed,"I've been a Spotify Premium user from the Netherlands for 5 months now. In a month I will be going back home to India, which is where I'm from. Will Spotify ever be available in India? I'm not sure if this is the right platform for this question but it would be great to be able to access my account from there and I thought I should at least ask. Thank you!",08:53 PM,‎2016-06-13,,404,100,10,https://community.spotify.com/t5/Implemented-Ideas/Country-Spotify-in-India/idi-p/1366418?search-action-id=342735374079&search-result-uid=1366418,en
140,implemented,[iOS] Siri Integration,randallbruder,"Instead of Siri Integration in the way this post is requesting, Siri Shortcuts Support would be far more useful and beneficial to the users, and easier for Spotify to implement. Please vote for this idea instead:https://community.spotify.com/t5/Idea-Submissions/iOS-Other-Shortcut-Support/idi-p/4569462#M87573 Now that Apple has announced an API for developers to have access to Siri, it would great if Spotify supported it, as well as announcing Siri support in the update release notes instead of the worthless ""We're always making changes and improvements to Spotify"" messages, that make finding new features a guessing game. (Like support for 3D Touch.)",08:32 PM,‎2016-06-13,,1273,70,7,https://community.spotify.com/t5/Implemented-Ideas/iOS-Siri-Integration/idi-p/1366390?search-action-id=342735374079&search-result-uid=1366390,en
141,implemented,[Podcasts] Automatically save offline new Podcasts and remove completed Podcasts,mikewatson,Add the ability to have a podcast you follow automatically downloaded and deleted once you've listened to it all the way through.,11:11 PM,‎2016-05-29,,2903,300,30,https://community.spotify.com/t5/Implemented-Ideas/Podcasts-Automatically-save-offline-new-Podcasts-and-remove/idi-p/1356299?search-action-id=342735374079&search-result-uid=1356299,en
142,implemented,[Desktop] Bring back Lyrics,poetaccio,"Allow me to re-edit again, in premise, that thanks to all of you this idea keeps receiving votes, and I am grateful to each of you, and when I expressed this desire as an idea I was a newbie, I owe to the professionality of Marco and Toku, whom I thank again, that I became aware that this idea it’s by no means new, nor even mine but Spotify’s, yet it is properly expressed, and it is shared by enough Community members for it to be still alive, and I agree with Arcanscape that, ""We really need the lyrics feature"", and I just notice an excellent temporary alternative of “SpotifyLyrics” kindly programmed and provided by Mirth (fr31): https://github.com/fr31/spotifylyrics/releases (via scoobyTdog), it works very well on my Pc 🙂 and I invite you all to try it. Whilst singing might be fun, I have another approach to lyrics and sound, which is of course not mutually exclusive, and I read the words to see if I like them as I enjoy the melody, if I see myself in the lyrics, if I share the values expressed, and this is easier by having the words at hand. So please Spotify bring back the Lyrics Feature most elegantly -- as you did with restyling the Community -- when you find a better Lyrics Provider. Reading and listening might be even better than karaoke, although not as fun 😉 and every member could always do both, even just singing, as a very close person in my family does, and many other people do. Thank you for evaluating, with my warmest and most sincere Regards. Marco, a poet at heart",11:06 PM,‎2016-05-28,,21154,1350,135,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Bring-back-Lyrics/idi-p/1355651?search-action-id=342735374079&search-result-uid=1355651,en
143,implemented,[Mobile] Screen always on Option,osornios,"When the Spotify app is in focus keep the screen on and prevent it from locking. Just like in PowerAmp, this should be an optional setting. It's really annoying to have to unlock the phone to skip tracks, or see the name of the current song or artist, especially when driving.",11:16 PM,‎2016-03-02,,684,120,12,https://community.spotify.com/t5/Implemented-Ideas/Mobile-Screen-always-on-Option/idi-p/1300789?search-action-id=342735374079&search-result-uid=1300789,en
144,implemented,[Country] Spotify in Slovenia,petrakrasovec,As the title suggests we would like to have Spotify in Slovenia. I just recently moved back from the UK and I had Spotify there and all my favorite songs in library and now I can't log back in because there is no Spotify in Slovenia.,01:43 PM,‎2016-02-28,,581,100,10,https://community.spotify.com/t5/Implemented-Ideas/Country-Spotify-in-Slovenia/idi-p/1298923?search-action-id=342735374079&search-result-uid=1298923,en
145,implemented,[Mobile] 'All Offline Tracks' in Main Menu,ashirrr,"It would be really easy and smart to have a single option in the main Mobile menu that says ""All Downloads,"" and to allow users to filter this list by album, artist, label, compilation or playlist. So much easier than the current method of having to find downloads via routes you already created. More importantly, your current avenues for seeing what has been downloaded does not always reveal all downloaded content -- even if it has been downloaded and marked ""available offline.""",04:45 PM,‎2016-02-18,,557,120,12,https://community.spotify.com/t5/Implemented-Ideas/Mobile-All-Offline-Tracks-in-Main-Menu/idi-p/1293825?search-action-id=342735374079&search-result-uid=1293825,en
146,implemented,[Desktop][Shows] Podcasts and Videos on Desktop,rdoggsmokey,"I'm really excited about the addition of podcasts on Spotify for mobile devices, but I wanted to listen to them on my work computer. Do you have an estimate for when this will be available on the Desktop?",02:36 PM,‎2016-01-29,,1333,190,19,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Shows-Podcasts-and-Videos-on-Desktop/idi-p/1282315?search-action-id=342735374079&search-result-uid=1282315,en
147,implemented,[All Platforms] Synced History across all Devices,JonnyP,"Create a ""unified play history"" that consolidates history from phone, tablet, laptop, etc., so that you have a real history of your listening on Spotify. This was previously suggested and did not receive enough ""kudos"" and was recently made an ""inactive idea"". But I'm surprised it isn't already a standard feature.",09:07 PM,‎2016-01-10,,1270,110,11,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Synced-History-across-all-Devices/idi-p/1271344?search-action-id=342735374079&search-result-uid=1271344,en
148,implemented,[Samsung] Connect for Samsung TV,BalernoGirl,"I'm so disappointed with the quality of the Spotify app for Samsung TV and Roku devices. Clunky doesn't even begin to describe it. Yet, with YouTube I can seamlessly stream any video from my Android phone to either device in seconds and by simply clicking a cast button in the upper right hand corner. I'd really appreciate it if Spotify would upgrade to include the same kind of connectivity with these devices. I simply can't understand why this feature does not already exist. Because it doesn't, I'm considering whether I should cancel my subscriptiona and find another service that does what I want. Thanks.",10:00 PM,‎2015-11-28,,781,70,7,https://community.spotify.com/t5/Implemented-Ideas/Samsung-Connect-for-Samsung-TV/idi-p/1246491?search-action-id=342735374079&search-result-uid=1246491,en
149,implemented,[Mobile] Multi-Select Add/Remove Songs from Music/Queue,jean3601,Make the Ability to select multiple songs at once and Removed/Add From Music and Add or remove to/from queue using the swipe feature Made with FramerJS Originally Posted Here,11:37 AM,‎2015-11-27,,956,50,5,https://community.spotify.com/t5/Implemented-Ideas/Mobile-Multi-Select-Add-Remove-Songs-from-Music-Queue/idi-p/1245836?search-action-id=342735374079&search-result-uid=1245836,en
150,implemented,[All Platforms] Manage Third Party Access Permissions,skyfoxe,"I imported all my songs from Rdio by granting access to 3rd party web apps like Mooval , now I want to stop them from SPYING on my activities. How do we manage 3rd party application access to our account (revoke access to applications, so they can no longer access your account), something similar to the way Twitter does it, or Last.fm. It's misleading to have an ability to grant access with no way to revoke it. I would never have granted access to 3rd party apps if I had known that it was not possible to manage these access grants. This actually puts me on the edge of flat out removing my Spotify account entirely because it's a huge breach of trust I DON'T WANT to be DATA MINED BY OTHER COMPANIES and STRANGERS, Please let us remove SPYS like Google does:",06:42 AM,‎2015-11-22,,363,60,6,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Manage-Third-Party-Access-Permissions/idi-p/1242794?search-action-id=342735232078&search-result-uid=1242794,en
151,implemented,[Queue] Add complete Playlists to the Queue,vicenvm,"It would be nice to have the ability of add a complete playlist to the current play queue. Also, I'd like to be able to randomly reproduce the songs added to the queue since currently they need to be reproduced immediately after they were added to the queue. For example, I have two playlists, I start playing the first one and then go to the second and add it to the queue. This way I would be playing two playlists at the same time which would be awesome!",07:49 PM,‎2015-11-20,,987,100,10,https://community.spotify.com/t5/Implemented-Ideas/Queue-Add-complete-Playlists-to-the-Queue/idi-p/1242182?search-action-id=342735232078&search-result-uid=1242182,en
152,implemented,[Connect] Show Chromecast on Desktop's Device List,WHOAMI,"The idea is simple. Why create new features and options for connecting to a new device when its already developed? Spotify can currently change the device playing music within a LAN in a way that is so seamless I jumped the first time when there were no delay. Why not use this already impressively implemented feature for chromecast? If chromecast was available as a device then it would make it a lot easier for us to use on the computer too, which is the main music player when anyone's home. My guess is that a chromecast can't truly act as a device, but there should be a way to do this through some back-end trickery. Especially if there are unlicensed 3rd party programs that can cast (popcorntime for example).",06:45 PM,‎2015-11-17,,2431,190,19,https://community.spotify.com/t5/Implemented-Ideas/Connect-Show-Chromecast-on-Desktop-s-Device-List/idi-p/1240269?search-action-id=342735232078&search-result-uid=1240269,en
153,implemented,[Samsung] Spotify for Samsung TV - Tizen OS,dirtyred,"Would be really nice to have in this year the Spotify app available for the 2015 and 2016 models of Samsung Smart TV's running Tizen OS, at least some kind of beta or limited functionality one if not fully working. It's a shame that Spotify is still not available in the Samsung SmartHub after 2 years of the release of the new platform. Spotify on Samsung SmartHub If you'd like to speed up the developement, try tweeting @SpotifyCares on Twitter about this idea. Please Spotify, show us some love and care! Here's a list of the Samsung Smart TV's running Tizen OS: 2015 models:Samsung JS9500Samsung JS9000Samsung JS8500Samsung JS8000Samsung JS7000Samsung JU7500Samsung JU7000 / JU7100Samsung JU6800Samsung JU6700Samsung JU6600Samsung JU6500Samsung JU6400Samsung J6300Samsung J6200Samsung J55002016 models:Samsung KS9800Samsung KS9500Samsung KS9000Samsung KS9090Samsung KS8500Samsung KS8000Samsung KS8090Samsung KS8080Samsung KS7500Samsung KS7590Samsung KS7000Samsung KS7090Samsung KU6670Samsung KU6680Samsung KU6500Samsung KU6509Samsung KU6300Samsung KU6400Samsung KU6100Samsung KU6000Samsung KU6079Samsung K6300Samsung K6379Samsung K5500Samsung K5589",03:44 AM,‎2015-11-14,,0,220,22,https://community.spotify.com/t5/Implemented-Ideas/Samsung-Spotify-for-Samsung-TV-Tizen-OS/idi-p/1238561?search-action-id=342735232078&search-result-uid=1238561,en
154,implemented,[All Platforms][Playlists] Making collaborative playlist private,12102227245,"As the title suggests, can you make a collaborative playlist private? I had one I made between one other person and I assumed we'd be the only ones with access to it, but I awkardly found out that everyone can see the playlist. Why is there no option to make it private between the collaborators?",03:19 PM,‎2015-11-03,,175,50,5,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Playlists-Making-collaborative-playlist-private/idi-p/1233300?search-action-id=342735232078&search-result-uid=1233300,en
155,implemented,[iOS] Split Screen Support,86kanth,It would be awesome if spotify could support the IOS 9 Multitask Split-Screen feature ...!!!,12:00 PM,‎2015-10-15,,449,130,13,https://community.spotify.com/t5/Implemented-Ideas/iOS-Split-Screen-Support/idi-p/1223506?search-action-id=342735232078&search-result-uid=1223506,en
156,implemented,[Your Music] Make 'Your Music' offline on Desktop,fgimian,"This is a follow up of the idea: Ability to make ""Your Music"" offline The issue is that on the desktop client, you cannot save music from ""Your Library"" offline at all, you must create a playlist. e.g. Notice that there's no way to make that particular album in ""Your Music"" available offline. Yet on my Android client, I see a Download option near this album to make it available Offline: The only items that present such an option on the desktop client are playlists as shown below: On iTunes (Apple Music) however, I can make anything available offline on my desktop: This for me is the biggest problem with Spotify and why I'm currently an Apple Music subscriber. In general, the desktop client lags behind features on the mobile clients which are actually far better. There are many more examples of differences that I can demonstrate, but this is the most important. The ability to make My Music available offline on mobiles appeared more than a year ago. Can we please have this and further differences addressed on the desktop client soon? Thanks!Fotis",03:29 AM,‎2015-10-13,,2938,240,24,https://community.spotify.com/t5/Implemented-Ideas/Your-Music-Make-Your-Music-offline-on-Desktop/idi-p/1222015?search-action-id=342735232078&search-result-uid=1222015,en
157,implemented,[All Platforms][Other] Do not make ads with car horns in them.,Fa11enAngeLIV,"Seriously, this is a safety issue. I cannot tell you the times when I've been running on the sidewalk in town, or driving through an intersection and that ad plays. All of a sudden I think someone is honking at me, as if they are about to hit me, or I did something wrong, went through the intersection at the wrong time or someone got cut off, or I'm about to get hit by a car as I run through a crosswalk. I take my foot off the gass pedal and almost slam down on my brake. I have to look around to make sure nothing is going to hit me, then I realize its the Spotify Premium Ad. Honesly, I equate it to yelling ""Fire!"" in a movie theater. Replace it with a different ad, I'm not saying play them less frequently for free users, I get it, we're borrowing a service that you should pay for, so by all means play an ad here and there. Just not one that jars you because you think something dangerous is happening around you. Change it to a boring boss talking in a meeting, then to a traffic noise (no car horns) or something like that. I just don't like an ad that freaks me out like a car accident is about to occur.",11:10 PM,‎2015-10-05,,266,30,3,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Other-Do-not-make-ads-with-car-horns-in-them/idi-p/1217695?search-action-id=342735232078&search-result-uid=1217695,en
158,implemented,[Playlists] Sort List of Playlists alphabetically,Olcique,How about ordering playlists alphabetically? I'm paying for this service and this feature is the most common and easiest one even for a free music player...,11:06 AM,‎2015-10-02,,3116,510,51,https://community.spotify.com/t5/Implemented-Ideas/Playlists-Sort-List-of-Playlists-alphabetically/idi-p/1215734?search-action-id=342735232078&search-result-uid=1215734,en
159,implemented,[Android][Other] Integration of Spotify and BMW Connected Drive - Android,Daniel,"So this idea has been implemented for iOS, can we see some Android love please??? The Connected Drive app is available on the Google Pllay store but it's only showing integration with Twitter and some other parts of the phone, would love to see Spotify added to this! BMW Connected",10:34 PM,‎2015-09-17,,103,400,40,https://community.spotify.com/t5/Implemented-Ideas/Android-Other-Integration-of-Spotify-and-BMW-Connected-Drive/idi-p/1207484?search-action-id=342735232078&search-result-uid=1207484,en
160,implemented,[Desktop] Equalizer for the Desktop Version,Marco,"There should be an Equalizer for the Desktop version of Spotify.Since Spotify's mobile apps now have an EQ setting, this should be implemented on the desktop version, too!The EQ should come with various presets but also the ability to save your own custom settings.",12:56 PM,‎2015-09-17,,6219,680,68,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Equalizer-for-the-Desktop-Version/idi-p/1207205?search-action-id=342735232078&search-result-uid=1207205,en
161,implemented,[All Platforms] All 9999 offline Tracks assigned to a single Device,errkal,"Currently there is a limit of 9999 downloaded tracks spread acress 3 devices (3333 tracks per device). This means if you have a large playlist you are stuck with a subset on a deivce or swap device. My idea is that this 9999 tracks be more dynamic, it should be that I can use my 9999 tracks on any of my devices and just one if I so wish. Please can this be implemented as it will allow a much more user friendly experience and allows people with a large playlist the freedom of having that playlist on their device without having to cut down the list or split it across devices.",08:05 PM,‎2015-08-31,,858,230,23,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-All-9999-offline-Tracks-assigned-to-a-single/idi-p/1198014?search-action-id=342735232078&search-result-uid=1198014,en
162,implemented,[Android] Swipe to Queue a Track,wehttam0,Firstly let me say I have been using Spotify since it launched here in the US and have seen a lot of great improvements over the years. Great job!I am a music listener who likes to let the current track play out before starting a new one.I love what you have done on the iOS side with swipe to queue. Can you show Android some love and put this story in your backlog? 🙂Thanks for listening!,06:35 PM,‎2015-08-17,,8003,350,35,https://community.spotify.com/t5/Implemented-Ideas/Android-Swipe-to-Queue-a-Track/idi-p/1189608?search-action-id=342735232078&search-result-uid=1189608,en
163,implemented,[Discover Weekly] Remove certain Songs,thepretentiousw,"It would be nice if there was a way to remove a song from the Discover Weekly playlist. Overall, Spotify picks some pretty good songs for the playlist. However, there are always a couple songs I don't like. It would be nice if I could delete the song from the playlist just like I can for any other playlists I put together.",04:47 PM,‎2015-08-07,,546,130,13,https://community.spotify.com/t5/Implemented-Ideas/Discover-Weekly-Remove-certain-Songs/idi-p/1184177?search-action-id=342735232078&search-result-uid=1184177,en
164,implemented,Cortana integration for Windows 10,benzj,"I think a very great feature for Spotify would be integration for one of Windows 10's most exciting features, Cortana. For example, you should be able to say ""Hey Cortana, play Hold My Hand by Jess Glynne on Spotify"" and it would not only open Spotify, if it wasn't already open, but it would also search through your music (or all of Spotify if needed) for the song (in this case, Jess Glynne's Hold My Hand) and play it. Here are some additional technical thoughts on how this would work:The addition of ""on Spotify"" to the voice command would differentiate requests to play songs from the computer/the default Windows 10 music appTo help streamline the song search process, the command could/would launch a search through Your Music/Songs first before searching all of Spotify, to help reduce the potential to reduce duplicates and the need to mention the artist. For example, if there are multiple songs named ""Next to Me"" on Spotify, but you only have Emeli Sande's song by that title in Your Music, and that is, presumably, the song you're looking for, it would search Your Music, find Emeli Sande's Next to Me first and play that.This feature would make things a lot easier for me, as Spotify is my main music player, and I'd like a quicker way to play songs from Spotify in Windows 10 without having to open the app and look for it myself.",03:40 PM,‎2015-08-03,,953,70,7,https://community.spotify.com/t5/Implemented-Ideas/Cortana-integration-for-Windows-10/idi-p/1181504?search-action-id=342735232078&search-result-uid=1181504,en
165,implemented,[Discover Weekly] Like & Dislike Buttons,Danaylynn,"While discovering new music is of course full of adventure and wonder when you find music you've never heard of, especially when you fall in love.The spotify personalized discover weekly playlists was a phenomenal idea and so far I'm loving my playlist. But there's a song on there I KNOW I don't like, and I wish I could ban that artist from ever showing up again.If developers added a like or dislike button, or even a ban artist feature, it would make discovering music more personalized. If you know you don't ever want to discover another Kenny Chesney song ever again, you should be able to voice that. If you like discovering a certain kind of song, that ""like"" should be heard so you can discover more of it. I'm looking forward to my next playlist, I just wish it was more ""personalized"".",02:53 AM,‎2015-07-25,,3066,370,37,https://community.spotify.com/t5/Implemented-Ideas/Discover-Weekly-Like-amp-Dislike-Buttons/idi-p/1176378?search-action-id=342735232078&search-result-uid=1176378,en
166,implemented,[Country] Launch Spotify in Romania,thedarq,"I think that given the current alternatives:- Zonga- Deezer- Apple Music (in the not-so-distant future) Spotify would be wasting a chance to get further into the eastern market if it does not launch in Romania as well. There are already a lot of musicians from Romania on Spotify, which means that securing licensing agreements couldn't have been that hard. Furthermore, following the example of deezer which comes bundled with Orange voice contracts, respectively zonga and vodafone, I think that Spotify could seize this opportunity to secure a deal with Telekom and either bundle their services or just outright open here as well. It makes a lot of sense especially since Spotify opened in Hungary and Bulgaria as well. The expansion would only be natural and it would also further drive down the hated piracy phenomenon in the balkans and eastern europe. In the 21th century on a competing market, spotify's ease of use, multiplatform, streaming quality and array of artists would ensure a switch over from the other services to spotify. I was told by a Spotify support representative, a few months back that it is planned to launch Spotify in Romania as well, however, somehow, those plans changed, and the ""official facebook page"" was taken down, and now, the official position is that nobody knows when this is happening. I only want to know the truth, and use this service without resorting to all sorts of loopholes to enjoy it. I think it's time people in my country are treated the same way others are all over europe. There's bad seeds everywhere, but I don't think everyone has to be held accountable for the actions of the few. If you demand respect, you should show respect. To people that want to support my idea: Please give it a kudo and make sure to share this with all of your Spotify buddies ! 🙂 Thank you !",10:48 PM,‎2015-06-09,,223,60,6,https://community.spotify.com/t5/Implemented-Ideas/Country-Launch-Spotify-in-Romania/idi-p/1149683?search-action-id=342735232078&search-result-uid=1149683,en
167,implemented,[Shows] Podcast Submissions,MattSuda,"UPDATE:Sharing your podcast on Spotify gives you access to millions of Spotify listeners! You can now easily submit and manage your podcast with Spotify for Podcasters. Just head there and request access (you’ll need an active Spotify account to log in with). There's more info on this here. ---------------------------------------------------------------- Spotify should add a way for podcast hosts to submit/upload their podcasts to Spotify. Currently Spotify has a list of aggregators to use to get music on Spotify, but there should also be a way to get your podcasts onto Spotify.",11:40 AM,‎2015-05-25,,671,130,13,https://community.spotify.com/t5/Implemented-Ideas/Shows-Podcast-Submissions/idi-p/1139159?search-action-id=342735232078&search-result-uid=1139159,en
168,implemented,[All Platforms] Update the apps to Spotify's new green tone!,Rodrigo,"Recently, Spotify got a fresh new look, even the ""Spotify Green"" was changed! However, the App Icons and UI accents are still based on the old Spotify design. My suggestion is to change these to Spotify's new green tone!",11:58 PM,‎2015-05-22,,23,10,1,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Update-the-apps-to-Spotify-s-new-green-tone/idi-p/1137804?search-action-id=342735232078&search-result-uid=1137804,en
169,implemented,[Playstation] Last.fm Support (Scrobbling),Snorfle,Thanks for the Playstation app!! I wanted to get this feature request in the door as soon as I saw the note that Last.fm integration (i.e. scrobbling) is not supported. Is this on the feature roadmap? (Is there a feature roadmap for the Playstation app?) Thanks!,08:29 PM,‎2015-03-30,,563,210,21,https://community.spotify.com/t5/Implemented-Ideas/Playstation-Last-fm-Support-Scrobbling/idi-p/1075517?search-action-id=342735232078&search-result-uid=1075517,en
170,implemented,[Desktop] Remove songs from Queue by using DELETE button,suusootone,"The new queue look is horrible, previous version was cleaner and easier to use.. BUT it works more or less the same except for the fact that you can't remove a song by simply hitting DELETE button, you have to right click in order to remove. This is really annoying.",04:01 PM,‎2015-03-23,,41,10,1,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Remove-songs-from-Queue-by-using-DELETE-button/idi-p/1069058?search-action-id=342735232078&search-result-uid=1069058,en
171,implemented,Desktop: Bring back 'Undo' functionality (Ctrl/Cmd + Z),Amoebaz,On new version 1.0.1.1060 the ctrl+z action when accidentally deleted a song from a playlist stopped working. It was usefull as sometimes I delete the marked song instead of the one that is playing and I don't even know what song I got rid of 😕 Thank you.,01:53 PM,‎2015-03-11,,193,10,1,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Bring-back-Undo-functionality-Ctrl-Cmd-Z/idi-p/1044136?search-action-id=342735232078&search-result-uid=1044136,en
172,implemented,[Desktop] Restore Cache Location Specification,Talavar,I run on a machine with a small SSD for my OS and critical applications. In previous versions of Spotify I have set my cache to my larger hard drive. Now this is no longer possible. Now I am constantly having to manually clear my cache and am unable to specify where I want the files to be kept. This needs to be restored.,11:42 AM,‎2015-03-11,,160,200,20,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Restore-Cache-Location-Specification/idi-p/1043996?search-action-id=342735232078&search-result-uid=1043996,en
173,implemented,Browse: Follow Charts Playlists,user-removed,"In the new desktop update, there is a charts playlist. However we cannot follow the playlist, so that we have quick access to it. Please allow us to follow the charts playlist, as they are really good. James",05:26 PM,‎2015-03-10,,133,30,3,https://community.spotify.com/t5/Implemented-Ideas/Browse-Follow-Charts-Playlists/idi-p/1043191?search-action-id=342735232078&search-result-uid=1043191,en
174,implemented,[Desktop] Bring back volume normalization toggle,apecat,"The latest version of the Spotify desktop client [1.0.1.1060.gc75ebdfd] misses the crucial option ""Set the same volume level for all tracks"". It is no longer possible to disable volume normalization. This is downgrade is atrocious. Removing granularity from the options screen and forcing heavy audio processing degrades the value of Spotify to something suitable for non-paid background listening on Bluetooth boomboxes or laptop speakers. While normalization is extremely useful for background music, the option of disabling it improves sound quality, particularly for listening to certain quetly recorded albums and classical music. It's a switch in the UI and should be brought back as soon as possible. It seems to be the case that the normalization toggle never disabled all processing of the audio signal. But the option to disable volume normalization, which was added in early 2009, made the audio quality of Spotify usable for dynamic music and quality gear even before this service offered high bitrate streaming (mid 2009). This setback in audio quality arrives at an unfortunate time when Spotify comptetitors are scrambling to provide lossless, cd-quality streams in several streaming intense markets. It's sad to see Spotify level the playing field by crippling its (partially) native desktop app, which could be a competetive edge. The competition, even the ones aiming for the audiophile crows, typically rely on useless, offline incompatible browser based offerings for desktop and laptop users.Interested parties can participate in this Twitter thread.",07:47 PM,‎2015-03-06,,361,80,8,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Bring-back-volume-normalization-toggle/idi-p/1040449?search-action-id=342735232078&search-result-uid=1040449,en
175,implemented,[Desktop] Bring back search inside Playlists & Songs tab,petrus112,Before last update it was possible to hit CTRL / CMD +F and search for single song in playlists (folders) and the songs tab. It is quite annoying to searching for one song among all playlist. Please bring it back.,07:26 PM,‎2015-03-05,,-1,210,21,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Bring-back-search-inside-Playlists-amp-Songs-tab/idi-p/1039674?search-action-id=342735232078&search-result-uid=1039674,en
